"x","y","z"
0.0978474018267842,-0.0234086702984191,0.0368790663306527
-0.0178505442684914,0.0319303674877665,-0.0921351826260568
-0.00388438227623357,0.0118262399238808,0.119502788886886
0.0187699090448036,-0.0236249597411329,0.117800269298901
0.0160376555792415,0.0546507876197414,-0.0942522023122252
0.00842329120339961,-0.0050014575359663,0.226069860477799
0.079526050208374,0.0208990967418443,-0.129265917231175
-0.021798233255626,0.0121331611433903,0.214192623718442
-0.0541974123186079,-0.0859474327420726,0.035660522085597
0.0570799482581806,0.0115596281694872,0.10810112580209
-0.0272317610576648,-0.0117798131335824,-0.0913392358292615
0.00331267623962163,-0.0463010874640182,0.0596394457419308
0.0216100125798727,-0.0298247201456073,0.177918605596914
0.0817092091000046,0.00731122097200247,0.0396643659308532
0.146346410909607,-0.0314219261188355,-0.0199068339752536
0.000578463115331093,0.0165295014937599,0.254788351731579
-0.0289244621331769,0.0409843598056158,-0.14643459303343
0.062956315327392,0.0217709434239744,-0.0113252267622053
0.0337587728654432,0.0431131618699535,0.0530520530846755
-0.0235121113366882,0.0401156008957336,0.0814866196913203
-0.019472286894843,0.00220956500516073,-0.0714348596424381
0.138683247449587,-0.0103904140484851,0.138307973246612
-0.00972881208240596,0.012283094907102,-0.0130840986385506
0.0529416092842713,0.00595210707293207,-0.119178124404617
0.046603181558596,-0.00180454683954074,0.208628743670369
-0.0591498388083288,0.0223786204766004,0.0265034983266655
-0.0836877960609452,0.00301337709827408,-0.1551855855344
0.0507924687162145,-0.0291022583253679,-0.225861074831996
0.109687294876136,-0.00709067907030004,0.0404440046949353
0.0333515002279121,0.0288983399734906,0.049834290882617
0.0315347562180127,-0.0867688293135401,-0.0887652126360292
0.0272995550138909,0.0172568757786095,-0.146760697609602
-0.0113100262597162,0.022733695272658,0.108637017036478
0.0615690319681471,0.0183515487211896,0.136714067419642
0.0491638974045386,0.0195648223584498,-0.13306042328779
0.0867860310541808,0.0337059157369954,-0.113843202329422
0.0193212475126924,0.0538870210413016,0.104504685202635
