"x","y","z"
0.556859321592453,-0.483538956468916,0.0276014869107198
-0.260505764256393,0.518460506397345,-0.0219743364402699
-0.161839767313109,0.154443967146333,0.059350996032177
-0.00179520822287203,-0.487455213673463,0.0586967751920133
-0.0210976130088736,0.929849097147613,-0.0227878356842741
-0.0748904053771951,-0.150247702434013,0.100301126416583
0.427425449653907,0.318722169694541,-0.0362424250782429
-0.288394791302877,0.160001253817616,0.0957371050294769
-0.51728353712762,-1.61590064694458,0.0271332414670827
0.268851674866379,0.149616546118011,0.0549697215638894
-0.326780744280109,-0.272980386984291,-0.0216684809389295
-0.110995093313219,-0.898041821377181,0.0363475328569598
0.0182691191753836,-0.599711531161037,0.0817982236333073
0.442848695399427,0.072692517435684,0.0286717835800858
0.899487674648274,-0.62863143275826,0.0057805811955909
-0.130311342395328,0.239603842620619,0.111336673736492
-0.338739078948928,0.682397137791846,-0.0428397679735116
0.310366130706848,0.334508311668521,0.00907820333192109
0.104095815576676,0.720942414514159,0.033816220096078
-0.300502734029088,0.666666904743242,0.0447426647527918
-0.271962802568214,-0.0196809090459012,-0.014019900679545
0.845350134002438,-0.247823152730357,0.0665771939555818
-0.203128597681159,0.162716038113019,0.00840232820848435
0.239615773064842,0.0480836436402208,-0.032366026624467
0.194837022041233,-0.0923626554798812,0.0935990936343023
-0.552270679419648,0.34551125108861,0.0236145061648609
-0.725622672373991,-0.00512663926157834,-0.0462024791614789
0.224432854748691,-0.586630234760145,-0.0733606853363496
0.640503980165346,-0.188076312018793,0.0289713724546347
0.101218578377795,0.463560926241317,0.0325797426387061
0.0883839242310918,-1.63077331109517,-0.0206793706649794
0.0584637250173261,0.252774086843839,-0.0429650789604221
-0.214299316828743,0.351940433256569,0.0551756464860292
0.300565464227495,0.272594845287769,0.0659647097194993
0.212927574189235,0.294563054014883,-0.0377005257414502
0.478714647669637,0.550609572647728,-0.0303159960539685
0.00209980313512202,0.91601991377242,0.053587730773781
-0.439183634777595,-0.781361344068956,0.00836035724195535
-0.0526778698304718,-0.64134495012288,-0.10632998986404
-0.0872748472091442,-1.07488442260515,-0.054973306877125
-0.318796035253263,0.130104931975028,-0.0253940866404035
0.876304007904424,1.44414940562646,0.116513274826208
0.204960943278196,-0.122821223036545,-0.117607967822796
-0.608994787592091,0.526976650097015,-0.0895811795127791
0.470435122956412,-0.147660305388143,0.0309751129926732
0.186288045551692,-0.10530180759658,-0.0509798464480579
