"x","y","z"
0.192345157170735,-0.021876380889312,0.0124148141976993
-0.140257221200128,0.0366378475895235,-0.0352092050843538
-0.10010803228097,0.0153802045096772,0.0429143426450834
-0.0349826655136251,-0.0221050803820175,0.0422858785309104
-0.0428372042641198,0.0606618983848086,-0.0359906767990665
-0.0647265790253785,-0.00241301657491519,0.0822522631718352
0.13967589787175,0.0249736350794911,-0.0489155579491782
-0.151605830146982,0.015704735963093,0.0778679276661117
-0.24474528834218,-0.0880034329813719,0.0119650036140479
0.0751490229725069,0.0150982953595398,0.0387055592975945
-0.167225850474863,-0.00958029421501747,-0.0349153911381843
-0.0794183064869059,-0.0460822974004782,0.0208165276263708
-0.0268180850481639,-0.0286605647441257,0.0644778211280589
0.145951928382438,0.0106061270933469,0.013442973202917
0.331767561059335,-0.030349413683031,-0.00854700074124339
-0.0872784787613815,0.0203533253499592,0.0928533401248188
-0.172091938617193,0.0462113312698724,-0.0552531629351843
0.0920420943654117,0.0258955057515795,-0.0053792062480758
0.00810653290409223,0.0484622777149509,0.018384872848201
-0.15653279683254,0.0452927255372921,0.0288811425184299
-0.144919321719922,0.00521175316119454,-0.0275679360858622
0.309737901254066,-0.0081111755102834,0.0498560445872518
-0.116909292107603,0.015863272483739,-0.00602847211468433
0.0632523434576121,0.00916903124924784,-0.0451917736077557
0.0450309643593577,0.000967323423764294,0.0758140899479124
-0.258982263887377,0.0265380495203398,0.00858480119774037
-0.329522694534798,0.0060616856203062,-0.058483483918901
0.0570741070367135,-0.0278966501964956,-0.0845724693782256
0.226381859815638,-0.004622111475973,0.0137307672398853
0.00693572691781606,0.033431851283445,0.0171970756056861
0.00171304666309513,-0.088871958864317,-0.0339652222136023
-0.0104620873035016,0.0211224342249231,-0.0553735404186732
-0.121454883570861,0.0269134974604334,0.0389033769393352
0.0880540050316631,0.022279916270766,0.049267673903771
0.052392375771027,0.0235628039691806,-0.050316253074464
0.160546509474948,0.0385152715579705,-0.0432224529022374
-0.0333977066453307,0.0598543091338353,0.0373779775937109
-0.212964859104523,-0.0392684533204596,-0.00606879068095627
-0.0556878492332746,-0.0310918508672936,-0.116243769790652
-0.0697660587871353,-0.0564094570013874,-0.0669090034567658
-0.163976710942349,0.0139588665571655,-0.0384943194498364
0.322333658349441,0.0906957326056196,0.0978261380220267
0.049150592589326,-0.000811379706525259,-0.127077732869142
-0.28206445031271,0.0371351687924468,-0.100154361421725
0.157177403479261,-0.0022619191467046,0.0156556203551664
0.041552212988292,0.000211709741983304,-0.0630727658792367
-0.0998856698929523,0.000150473599283144,0.0186206110064707
-0.0902423888838991,-0.0187755937974777,-0.0197364675451843
-0.183829137474956,0.126953319038822,-0.105375272976715
0.0162232985045642,0.00159435658782773,-0.0373111054284766
0.16317663505467,-0.0344994437052252,0.0240745421122832
-0.0786595419641485,-0.015001026400552,-0.0192689924738098
-0.0242870327763158,-0.0243662765409671,0.0402136323613234
0.00844466443002902,-0.0100172449159393,0.0389147158376474
-0.0604133257128284,0.0577479089158377,-0.00472089790647341
-0.207567862259064,0.0388504536675349,0.0483831955302525
0.0647945846364827,0.061891872756658,0.0924243775976601
-0.131798126816447,0.0120852298537994,0.0122017157080165
-0.0932151307996762,0.057596997910638,-0.000783444898393553
-0.0839980514175582,-0.0337525952566975,0.00183023258711209
0.0812849074880822,0.0129382133660788,0.00808569174338611
0.0908883226475893,0.036194390192164,0.0214622529612214
-0.0455636607551139,0.0180411372887707,-0.0836411385208093
-0.0552964550302767,0.0704218355357912,-0.0206259954353961
0.206158232513627,-0.0391555904775072,-0.0303965336718487
0.15804653445133,-0.00822482716167673,-0.0527832019928248
-0.161540027662482,0.104310508562795,0.0392311238968662
-0.140881888945251,-0.0118723237382718,-0.039710034142535
-0.0334182813569468,-0.0441590524847037,0.0386989150545326
