"x","b","c","d","e","f","g","h","i"
-0.0794781781689929,-0.00868167775868557,-0.0436374652138028,0.0402115000975764,0.050365863800189,-0.227764893481524,-0.371200325321624,0.97337449502807,0.0116732419520189
0.0147930887484247,0.0609588633760718,0.0378434280814139,-0.0157748303879833,0.0199934789414292,0.352500558346248,0.207397039513351,-0.630966707822782,0.0471589869775623
-0.120824150589013,0.0167479540177775,-0.0420532599584436,-0.0592343475816476,-0.0397328576140599,-0.0840263260496416,-0.124845397400527,0.10596561696014,-0.00744404074717045
0.0312874943130999,-0.00121501947148666,0.0496648173045715,0.0715866647945239,0.0215286489470254,-0.0520141725470668,0.335665678081676,0.879482880289987,0.0370094926901353
-0.0843473948296478,-0.030573847050984,-0.0397429125474888,0.0251880022173533,-0.0309567119297078,-0.154465696867649,0.199268671077964,-0.288823119764596,0.022791576511603
0.260284978431728,0.0328964310305059,0.0612797172152299,0.041257414769859,-0.00716136078730081,-0.115115531519749,-0.155328796412918,-0.00245000110849863,-0.0128549941006025
0.110787473837248,-0.00809902593189221,0.0210131907146222,0.118115398283571,-0.0569152944976721,0.0275052358113358,0.458996429474512,-0.0844481070813652,-0.038294074361929
0.138317792857171,0.020547499180284,-0.034723424416849,0.0590378451703492,0.0343594207170413,0.0681785918190651,0.452474758745189,0.24777922268586,0.0673609494503678
0.0634695764186888,0.000733971033485334,-0.0535785223819003,0.0346392329184824,-0.00468244893685037,0.097750127953228,-0.00251876599277499,-0.105146080070512,0.0442657756960736
0.248173656257913,0.0209642088501612,-0.0487476820071513,-0.0398146679268739,-0.0307797096535378,0.0591661148581785,-0.371271618863062,0.515430126192139,0.0103594832753538
-0.0816652973969394,0.0662256649611751,0.0298949961825609,-0.0360325986354582,-0.0641992366834628,0.118413398006533,-0.00822859670151338,-0.464792542863996,-0.0614843511737092
-0.0568920451303085,0.0261713919472969,-0.00775706599992189,0.0451270192866,0.00654858045825631,-0.0624700233421981,-0.12988628634187,1.20012988734846,0.013852322875788
0.212613762544479,-0.00754673956643592,0.0170486899938313,0.0376230906000637,0.0132344574529033,0.0380655318506095,0.125254200399325,-1.11633353353193,-0.00296868652336488
-0.0837940910760652,0.0800629958212981,-0.0238423657683671,0.00842357332939569,-0.0272755172072689,-0.0440117164473072,0.560687326093698,-0.777788039621818,0.0555136452255239
-0.0207102798145597,0.0088649542396766,-0.0504829812586859,-0.0257373060863165,-0.00145075910480108,0.215078099200986,0.115639897796992,0.790440053428689,-0.0708378796830455
-0.0470965683595943,-0.0177741351915513,0.0300760395687174,0.100026672151339,-0.00350061127073933,-0.153635219205545,-0.190007364520067,0.012908547514177,0.0477554983570563
-0.0367349851944525,0.091314344312902,0.0107820134687476,0.0581136542119311,-0.0043712705387661,0.165500826380545,0.191152637481108,0.262773700225797,0.0619681838902993
-0.0309178230135643,0.0254201457930745,-0.0029280795155776,0.0304382483093611,-0.0302788115696969,-0.1009183360133,-0.0873332562203853,-1.27238252061792,0.0848781593161033
0.0791229995394118,-0.0777602672575503,0.0609065179065231,0.028208001849185,0.022277189824575,0.0010644003814647,-0.028755309517098,0.264684263364985,-0.0476465773383866
-0.016434127626965,0.0566957057471648,0.00777581137748025,-0.00900646052370224,0.011517712959633,-0.0548972636472385,0.349992650318729,-1.3000065645882,-0.00350659221843119
-0.0631977468588588,0.0226629299273889,-0.0561620377920385,0.0557839491086042,0.0487477716634313,0.0513332542194489,0.793312011556887,1.59892393081617,-0.0321824770970106
0.19991442482175,0.0357900736317113,-0.0419290063791596,-0.0180229491694447,0.0966787928746654,0.0680338749315016,-0.288926253710903,0.762918018603577,-0.0284101009685031
-0.0217346498362194,0.0558791387605497,0.0323184996514466,0.0225414694939799,-0.00319802161238783,-0.174910012811666,-0.342654840691669,-0.337839174127721,0.00309805770098819
-0.016750894225174,0.0470403414074842,0.019894669941712,0.0158800085101977,0.00650963294545237,0.13255288099191,0.102649332585532,-0.539218119734006,0.0413607584654396
-0.00545714247468987,0.0146348436469697,0.0630955456857856,0.0244969418261345,-0.00324739391831447,-0.109949102387473,-0.060196158408154,0.517620920637482,0.0528240732206846
0.110212415493415,0.0405736168504358,-0.0864765824600488,0.0702441918543053,0.0645079648088213,-0.27945211879452,0.0240918711542955,-1.10057390835348,-0.0317394458515139
-0.00166821470717624,0.0537329465086016,0.0128400480860407,-0.0244858709935398,0.0431080830028626,-0.0509917246468824,0.271503315465684,-0.0232325488665587,-0.0422613295306206
0.00344465740023908,-0.00407323080609079,0.025004816015138,0.000900284986334344,-0.0543373748065498,0.0131276379511958,0.468681994613328,-0.0654079292604884,-0.0351479040758049
-0.08820028612693,0.0264412232219955,0.00245712611608626,-0.012588429485892,0.0705160350567372,-0.0440406074704218,0.0961973204412344,0.36162266086572,0.0319461302346343
-0.0373436597406512,0.000105253573784613,-0.0394362898067903,0.0517678514488311,-0.0630418516211507,0.064548196641036,-0.182422026837415,-0.108153636100041,0.0541531355148604
0.0173608306738315,0.0324109418261739,0.029161506764575,-0.00258826356460159,0.0118999610509258,0.0436508827102693,0.535929984796858,0.0209078063525206,-0.0163255324075989
-0.0749996853947502,0.003232419492129,-0.0685806781397374,0.0124523066943669,-0.0602782778530853,0.205500139266969,-0.0824245583538765,-0.648690684233495,0.0232687150128774
0.0844319082116151,0.00767211576639766,0.0116499160680055,-0.0116509173754158,0.00213658741473338,-0.0177285893776633,0.232352687501504,0.628452103259984,-0.0662789094647632
-0.20726747783826,0.0364757129661649,-0.0140566899514497,0.0523018867967751,0.019356348110471,0.033624583976653,0.519726476072716,-1.27294831424055,-0.0711945608531797
0.0524231835903836,-0.00332696612013937,0.0704356040497592,-0.0109274610759593,-0.0536925110394911,0.0866230639769116,-0.338605318500951,0.614292220457451,0.0456336566036656
-0.209836809889399,0.0338780942371132,-0.00351409802703504,-0.00136923573545857,0.0375837907742476,0.0713883602419531,-0.269444136551069,1.91507111310703,-0.0101786943118041
-0.0340289028488497,-0.0207210239377496,0.0723350286828132,-0.0559571299029925,-0.00443803539467647,-0.0511907377905659,0.522147831788267,-0.693341300982555,0.0322393197776063
-0.0663742304025244,-0.0242504846702176,0.000759797954483558,0.0268350253633562,-0.0180603118893103,0.275282714871606,0.677583308566251,0.342800263639982,-0.063391579187435
-0.0839930872909061,-0.0442506760969928,0.0530792734509034,-0.0115999309855492,0.00883447919210247,0.0628248817116822,0.379246938741218,1.13542454372841,-0.023805754059323
0.00070358851231604,0.024399647637499,-0.0713943627205085,0.0303510680096847,0.0526557431618711,0.160214482940469,0.399113411267205,-0.402391148059853,0.0246761768169916
-0.263613346274266,0.0169589628930096,0.0298104456851906,0.0342264246745112,-0.00804909854841541,-0.0128412985701215,-0.0608518837644856,-0.574807286492507,-0.0522630173447271
0.176227805300241,-0.0693733003203098,-0.05157167357642,0.0280583525662111,0.0156907313099037,-0.0352003380683088,0.607821982833521,-0.601473309210954,0.0299016579025061
-0.228125577672968,0.042639051251074,-0.00765804234855146,-0.0520461082006867,0.00300718663761498,0.316977354052045,0.0194716269244801,0.214083100068481,-0.0670801121721439
-0.0571603761295205,-0.0121017950713768,0.0855865152850778,0.0157566572514102,0.02239391714279,0.189361531634761,0.206696793887306,1.14850607108791,0.0480277077452429
-0.149995430947597,-0.0270743458794325,-0.0150201105765864,-0.0544004034935125,-0.0473991387216424,0.0192006383975635,0.0389970748717857,0.3802829413263,0.072021344928898
-0.0980415438698276,0.0171139047082243,-0.0410154522475995,0.00250617374123743,0.0269083772948635,0.229013937327934,0.00328336794509762,-0.0234594420788309,0.077529305858321
0.305803799442914,0.034330288222589,0.0074289120659723,0.088864223284492,0.00537162221709655,0.014848293823409,0.155363557397403,-1.30135074833348,-0.0229409891400478
0.0112753966823497,-0.0147072615403128,0.0748737971058823,-0.0449811745395504,0.0606400313595303,0.224490620117148,0.370871577575564,-0.118385794756477,0.028620572201968
-0.174240565480805,-0.00850795541310169,-0.076571779360115,0.0352381332274243,0.0218730970787827,0.0575263465275182,-0.258035930328442,0.0139438807377666,-0.0601983602485863
-0.224658167547764,-0.00836926744809649,-0.00991559694349488,0.0116187708430531,0.0400606464541919,-0.0925353611759442,0.0333467989297545,-0.464083389336012,0.0886809680037729
0.0728616245110989,-0.0624650620881012,-0.0787838493982868,-0.0562507784578599,-0.000710018530626383,0.22555553192377,-0.057427516372787,0.359590787702036,0.011298238009966
0.00615893580470702,-0.00888605324807657,0.12450680403306,-0.0279430063300059,-0.0081156187147075,-0.145241688747109,0.0346297149743287,-0.169855154201529,0.0308258441573323
